,pmcid,part,tokens,term_frequency
2474,PMC6981716,result,likely,2
2475,PMC6985462,abstract,probability,4
2476,PMC6985462,discussion,likely,1
2477,PMC6985462,discussion,probability,6
2478,PMC6985462,introduction,probability,2
2479,PMC6985462,method,never,1
2480,PMC6985462,method,probability,4
2481,PMC6985462,result,probability,8
2482,PMC6985582,abstract,often,1
2483,PMC6985582,discussion,frequently,1
2484,PMC6985582,discussion,often,2
2485,PMC6985582,discussion,usually,1
2486,PMC6985582,method,usually,1
2487,PMC6987137,discussion,usually,1
2488,PMC6987137,method,always,1
2489,PMC6987137,method,never,1
2490,PMC6987137,method,often,2
2491,PMC6987137,method,usually,1
2492,PMC6997153,discussion,often,1
2493,PMC7005059,conclusion,probably,1
2494,PMC7012899,Navigating a Dialogic Approach in Educational Psychology,often,1
2495,PMC7012899,Social Impact of Implementing Dialogic Teaching and Learning in Schools,often,1
2496,PMC7012899,limitation,often,1
2497,PMC7014040,introduction,possibly,1
2498,PMC7014040,introduction,usually,1
2499,PMC7016684,abstract,frequently,1
2500,PMC7016684,introduction,often,1
2501,PMC7016684,result,often,1
2502,PMC7016684,result,probably,1
2503,PMC7036211,introduction,frequently,3
2504,PMC7036211,introduction,rarely,1
2505,PMC7036211,result,likely,3
2506,PMC7040153,discussion,often,1
2507,PMC7040153,method,often,1
2508,PMC7040153,result,frequently,1
2509,PMC7040153,result,likely,6
2510,PMC7040153,result,often,3
2511,PMC7040153,result,rarely,1
2512,PMC7040153,result,unlikely,2
2513,PMC7040153,result,usually,1
2514,PMC7040293,Measures,never,1
2515,PMC7040293,Measures,usually,1
2516,PMC7040293,Sexual experience and self-reported depression of adolescents across the years,likely,3
2517,PMC7040293,abstract,likely,2
2518,PMC7040293,analysis,never,1
2519,PMC7040293,discussion,certainly,1
2520,PMC7040293,discussion,likely,3
2521,PMC7040293,discussion,often,2
2522,PMC7040293,discussion,probably,1
2523,PMC7040293,introduction,likely,3
2524,PMC7040293,introduction,often,1
2525,PMC7040355,discussion,likely,1
2526,PMC7040355,introduction,likely,1
2527,PMC7040355,method,never,1
2528,PMC7042195,discussion,likely,5
2529,PMC7042195,discussion,unlikely,1
2530,PMC7042195,introduction,often,1
2531,PMC7042195,method,probability,2
2532,PMC7042195,result,likely,2
2533,PMC7042195,result,probability,1
2534,PMC7054440,,frequently,1
2535,PMC7054440,3. DCMs and Dynamic DCMs for Response Times and Response Accuracy,probability,1
2536,PMC7054440,4. The Development of a New Spatial Rotation Learning Program,probability,1
2537,PMC7054440,4. The Development of a New Spatial Rotation Learning Program,usually,1
2538,PMC7054440,method,probability,12
2539,PMC7057733,Findings,always,4
2540,PMC7057733,Findings,never,1
2541,PMC7057733,Findings,usually,2
2542,PMC7057733,Inclusive education in South Africa,frequently,1
2543,PMC7057733,Inclusive education in South Africa,never,1
2544,PMC7057733,Inclusive education in South Africa,often,1
2545,PMC7057733,discussion,often,1
2546,PMC7057738,discussion,likely,1
2547,PMC7057738,introduction,often,1
2548,PMC7057738,method,often,1
2549,PMC7063089,method,usually,1
2550,PMC7065092,background,probability,1
2551,PMC7065092,discussion,always,1
2552,PMC7065092,discussion,certainly,1
2553,PMC7065092,discussion,frequently,1
2554,PMC7065092,discussion,often,1
2555,PMC7068207,discussion,usually,1
2556,PMC7068207,introduction,often,1
2557,PMC7068207,introduction,usually,1
2558,PMC7068207,result,probability,2
2559,PMC7068254,discussion,likely,4
2560,PMC7068254,discussion,often,1
2561,PMC7068254,discussion,probably,1
2562,PMC7068254,introduction,always,1
2563,PMC7068254,introduction,frequently,1
2564,PMC7068254,method,often,1
2565,PMC7068254,result,never,1
2566,PMC7076029,abstract,likely,4
2567,PMC7076029,discussion,likely,7
2568,PMC7076029,discussion,often,1
2569,PMC7076029,introduction,always,1
2570,PMC7076029,introduction,likely,2
2571,PMC7076029,introduction,often,3
2572,PMC7076029,result,likely,4
2573,PMC7076029,result,unlikely,1
2574,PMC7078137,,often,1
2575,PMC7078137,Materials,always,1
2576,PMC7078137,Materials,never,1
2577,PMC7078137,Materials,probability,4
2578,PMC7078137,abstract,likely,1
2579,PMC7078137,abstract,often,1
2580,PMC7078137,discussion,likely,1
2581,PMC7078137,discussion,often,4
2582,PMC7078137,discussion,unlikely,1
2583,PMC7082399,introduction,never,1
2584,PMC7082399,result,always,5
2585,PMC7082399,result,maybe,1
2586,PMC7082399,result,never,4
2587,PMC7082399,result,often,5
2588,PMC7082399,result,usually,2
2589,PMC7082421,discussion,usually,1
2590,PMC7082421,introduction,always,2
2591,PMC7082421,introduction,frequently,1
2592,PMC7082421,introduction,probably,1
2593,PMC7082421,method,always,2
2594,PMC7082421,method,never,1
2595,PMC7082851,introduction,always,1
2596,PMC7082851,introduction,likely,3
2597,PMC7090025,conclusion,probably,1
2598,PMC7090025,discussion,probably,1
2599,PMC7090025,introduction,probability,2
2600,PMC7092442,background,frequently,1
2601,PMC7092442,background,likely,1
2602,PMC7092442,conclusion,usually,1
2603,PMC7092442,discussion,frequently,1
2604,PMC7092442,discussion,probability,1
2605,PMC7092442,method,frequently,2
2606,PMC7092442,method,never,3
2607,PMC7092442,method,often,4
2608,PMC7092442,method,usually,1
2609,PMC7096741,1.\u2003Data,never,2
2610,PMC7096741,method,usually,2
2611,PMC7105760,discussion,possibly,2
2612,PMC7105760,discussion,usually,1
2613,PMC7105760,introduction,frequently,1
2614,PMC7105760,method,never,1
2615,PMC7105760,method,often,1
2616,PMC7105760,method,probability,1
2617,PMC7116735,abstract,likely,1
2618,PMC7116735,abstract,never,1
2619,PMC7116735,discussion,likely,1
2620,PMC7116735,result,likely,1
2621,PMC7116735,result,often,1
2622,PMC7116735,result,probability,1
2623,PMC7137826,The Model of Constructive and Collaborative Participation,often,1
2624,PMC7137826,The Model of Constructive and Collaborative Participation,usually,1
2625,PMC7137826,abstract,often,1
2626,PMC7137826,conclusion,always,1
2627,PMC7137826,conclusion,often,1
2628,PMC7137826,discussion,certainly,1
2629,PMC7137826,discussion,often,2
2630,PMC7137826,introduction,often,4
2631,PMC7137826,introduction,usually,2
2632,PMC7137826,result,frequently,1
2633,PMC7137826,result,often,2
2634,PMC7137826,result,probably,2
2635,PMC7141236,discussion,maybe,1
2636,PMC7141236,discussion,probably,1
2637,PMC7141236,introduction,often,1
2638,PMC7141236,method,likely,1
2639,PMC7145884,Significance,frequently,1
2640,PMC7145884,Significance,likely,2
2641,PMC7145884,Significance,often,1
2642,PMC7145884,abstract,likely,1
2643,PMC7145884,abstract,possibly,1
2644,PMC7145884,discussion,always,1
2645,PMC7145884,discussion,frequently,2
2646,PMC7145884,discussion,likely,3
2647,PMC7145884,discussion,often,2
2648,PMC7145884,discussion,rarely,1
2649,PMC7145884,method,often,1
2650,PMC7145884,result,always,2
2651,PMC7145884,result,frequently,2
2652,PMC7145884,result,likely,3
2653,PMC7145884,result,probability,2
2654,PMC7153423,discussion,frequently,1
2655,PMC7154158,discussion,never,1
2656,PMC7154158,discussion,probability,1
2657,PMC7154158,discussion,probably,1
2658,PMC7154158,discussion,usually,1
2659,PMC7154158,introduction,frequently,1
2660,PMC7154158,introduction,never,2
2661,PMC7154158,introduction,probably,1
2662,PMC7154158,introduction,rarely,1
2663,PMC7154158,method,frequently,2
2664,PMC7154158,method,never,6
2665,PMC7154158,method,often,8
2666,PMC7154158,method,rarely,6
2667,PMC7161088,abstract,probably,1
2668,PMC7161088,discussion,likely,1
2669,PMC7161088,discussion,maybe,1
2670,PMC7161088,discussion,probably,5
2671,PMC7161088,discussion,usually,1
2672,PMC7161088,introduction,frequently,1
2673,PMC7161088,introduction,likely,1
2674,PMC7161088,introduction,often,6
2675,PMC7161088,method,often,1
2676,PMC7161088,method,probably,1
2677,PMC7161088,method,usually,1
2678,PMC7173690,discussion,frequently,1
2679,PMC7173690,discussion,often,1
2680,PMC7173690,introduction,likely,1
2681,PMC7173690,result,always,3
2682,PMC7173690,result,frequently,1
2683,PMC7173690,result,likely,1
2684,PMC7173690,result,maybe,4
2685,PMC7173690,result,never,5
2686,PMC7173690,result,often,2
2687,PMC7173690,result,probably,2
2688,PMC7178034,introduction,always,1
2689,PMC7178034,introduction,likely,3
2690,PMC7178034,introduction,often,1
2691,PMC7183873,abstract,often,1
2692,PMC7183873,discussion,likely,2
2693,PMC7183873,discussion,possibly,1
2694,PMC7183873,discussion,probably,1
2695,PMC7183873,method,always,2
2696,PMC7183873,method,never,2
2697,PMC7183873,method,often,5
2698,PMC7183873,method,probability,1
2699,PMC7183873,method,usually,1
2700,PMC7195163,,likely,1
2701,PMC7195163,,usually,1
2702,PMC7195163,"SDT AND FOSTERING STUDENT SUCCESSIn the last 10 years, research has examined factors that are likely to play key roles in mediating inclusion. In particular, the following three affective factors are highlighted",likely,2
2703,PMC7195163,"SDT AND FOSTERING STUDENT SUCCESSIn the last 10 years, research has examined factors that are likely to play key roles in mediating inclusion. In particular, the following three affective factors are highlighted",often,1
2704,PMC7206417,,frequently,1
2705,PMC7206417,,probability,2
2706,PMC7206417,1.\u2003Recognizing and channeling our own privilege,always,1
2707,PMC7206417,1.\u2003Recognizing and channeling our own privilege,often,1
2708,PMC7206417,3.\u2003Work-family interface,usually,2
2709,PMC7212367,conclusion,probability,1
2710,PMC7212367,discussion,likely,1
2711,PMC7212367,discussion,unlikely,1
2712,PMC7212367,introduction,often,6
2713,PMC7212367,method,certainly,1
2714,PMC7212367,method,usually,1
2715,PMC7217183,limitation,usually,1
2716,PMC7217183,method,usually,1
2717,PMC7237523,conclusion,likely,2
2718,PMC7237523,discussion,likely,1
2719,PMC7237523,discussion,often,1
2720,PMC7237523,discussion,possibly,1
2721,PMC7237523,discussion,probably,1
2722,PMC7237523,introduction,likely,1
2723,PMC7237523,introduction,often,2
2724,PMC7237523,introduction,possibly,1
2725,PMC7237523,method,likely,1
2726,PMC7237523,method,often,1
2727,PMC7246626,,always,1
2728,PMC7246626,,often,1
2729,PMC7246626,,usually,2
2730,PMC7248263,Trait Self-Control and Academic Achievement,rarely,1
2731,PMC7248263,introduction,probably,1
2732,PMC7264366,discussion,often,1
2733,PMC7264366,introduction,always,1
2734,PMC7264366,introduction,often,1
2735,PMC7264366,method,always,1
2736,PMC7264366,method,never,1
2737,PMC7264366,method,usually,1
2738,PMC7264391,discussion,never,1
2739,PMC7264391,discussion,probably,6
2740,PMC7264391,introduction,probability,1
2741,PMC7265135,Cognitive Development and Longevity,probability,1
2742,PMC7265135,Recent Studies on Longevity,frequently,1
2743,PMC7265135,Recent Studies on Longevity,probability,2
2744,PMC7265135,The Specific Wealth of Human Beings,always,2
2745,PMC7265135,The Specific Wealth of Human Beings,likely,1
2746,PMC7265135,The Specific Wealth of Human Beings,probability,1
2747,PMC7265135,The Specific Wealth of Human Beings,probably,1
2748,PMC7265135,conclusion,often,1
2749,PMC7272041,discussion,frequently,1
2750,PMC7272041,discussion,likely,7
2751,PMC7272041,discussion,possibly,1
2752,PMC7272041,discussion,probability,1
2753,PMC7272041,discussion,unlikely,1
2754,PMC7272041,introduction,frequently,3
2755,PMC7272041,introduction,likely,4
2756,PMC7272041,introduction,often,3
2757,PMC7272041,introduction,rarely,1
2758,PMC7272041,method,always,1
2759,PMC7272041,result,rarely,1
2760,PMC7273885,The Present Contribution,likely,2
2761,PMC7273885,discussion,frequently,1
2762,PMC7273885,discussion,likely,1
2763,PMC7273885,discussion,often,1
2764,PMC7273885,introduction,frequently,2
2765,PMC7273885,introduction,likely,1
2766,PMC7273885,introduction,often,2
2767,PMC7273885,method,likely,1
2768,PMC7273885,method,never,1
2769,PMC7273885,method,usually,1
2770,PMC7273885,result,never,1
2771,PMC7277219,discussion,probably,1
2772,PMC7277219,discussion,usually,1
2773,PMC7277219,introduction,frequently,2
2774,PMC7283170,discussion,probability,1
2775,PMC7290013,Emotion-Rich Big Data,likely,2
2776,PMC7290013,Emotion-Rich Big Data,often,1
2777,PMC7290013,The Complexity of Teacher Emotions,frequently,2
2778,PMC7290013,The Complexity of Teacher Emotions,likely,1
2779,PMC7290013,conclusion,likely,2
2780,PMC7290013,conclusion,often,1
2781,PMC7290013,conclusion,rarely,1
2782,PMC7290013,limitation,likely,1
2783,PMC7290013,method,likely,1
2784,PMC7290013,method,never,1
2785,PMC7290013,method,probability,4
2786,PMC7290013,result,likely,1
2787,PMC7291388,,frequently,1
2788,PMC7291388,method,often,1
2789,PMC7299040,discussion,always,1
2790,PMC7299040,discussion,frequently,1
2791,PMC7299040,discussion,likely,2
2792,PMC7299040,introduction,likely,1
2793,PMC7299040,method,likely,1
2794,PMC7299040,method,probability,1
2795,PMC7299040,result,likely,1
2796,PMC7303356,introduction,probability,1
2797,PMC7303356,result,always,2
2798,PMC7308483,discussion,likely,1
2799,PMC7308483,discussion,possibly,1
2800,PMC7308483,discussion,probably,2
2801,PMC7308483,introduction,likely,2
2802,PMC7308483,introduction,often,2
2803,PMC7308483,result,rarely,1
2804,PMC7309350,References1. \n,always,4
2805,PMC7309350,References1. \n,certainly,1
2806,PMC7309350,References1. \n,often,3
2807,PMC7309350,discussion,always,1
2808,PMC7309350,method,always,3
2809,PMC7309350,method,likely,1
2810,PMC7312369,conclusion,likely,2
2811,PMC7312369,discussion,likely,2
2812,PMC7312369,discussion,often,1
2813,PMC7312369,discussion,usually,1
2814,PMC7312369,introduction,likely,1
2815,PMC7312369,result,likely,3
2816,PMC7312856,discussion,frequently,1
2817,PMC7312856,discussion,possibly,1
2818,PMC7312856,introduction,frequently,1
2819,PMC7312856,result,usually,1
2820,PMC7314923,discussion,likely,2
2821,PMC7314923,discussion,usually,1
2822,PMC7314923,introduction,likely,1
2823,PMC7322496,Influence of Personality and Identity Theories on the Development of Career Counseling Theory and Practice,always,1
2824,PMC7322496,Influence of Personality and Identity Theories on the Development of Career Counseling Theory and Practice,frequently,1
2825,PMC7322496,Influence of Personality and Identity Theories on the Development of Career Counseling Theory and Practice,likely,1
2826,PMC7322496,Influence of Personality and Identity Theories on the Development of Career Counseling Theory and Practice,never,1
2827,PMC7322496,Influence of Personality and Identity Theories on the Development of Career Counseling Theory and Practice,often,1
2828,PMC7322496,Influence of Personality and Identity Theories on the Development of Career Counseling Theory and Practice,unlikely,1
2829,PMC7322496,Need for an Innovative and Proactive Approach to Career Counseling,frequently,1
2830,PMC7322496,Need for an Innovative and Proactive Approach to Career Counseling,likely,1
2831,PMC7322496,Need for an Innovative and Proactive Approach to Career Counseling,often,1
2832,PMC7322496,Psychosocial Development Theory,often,1
2833,PMC7322499,,often,1
2834,PMC7322499,Orientation,always,1
2835,PMC7322499,Orientation,likely,1
2836,PMC7322499,Orientation,often,1
2837,PMC7322499,Orientation,probably,1
2838,PMC7322499,Orientation,usually,1
2839,PMC7325947,abstract,likely,1
2840,PMC7325947,conclusion,likely,1
2841,PMC7325947,conclusion,often,2
2842,PMC7325947,discussion,frequently,1
2843,PMC7325947,discussion,likely,3
2844,PMC7325947,discussion,often,3
2845,PMC7325947,introduction,always,1
2846,PMC7325947,introduction,likely,1
2847,PMC7325947,introduction,often,2
2848,PMC7326055,background,frequently,1
2849,PMC7326055,discussion,likely,1
2850,PMC7326055,discussion,often,1
2851,PMC7326055,introduction,always,1
2852,PMC7326055,introduction,often,4
2853,PMC7326055,method,always,3
2854,PMC7326055,method,frequently,2
2855,PMC7326055,result,always,1
2856,PMC7326055,result,certainly,1
2857,PMC7326055,result,frequently,2
2858,PMC7326055,result,maybe,3
2859,PMC7326055,result,never,1
2860,PMC7326055,result,often,3
2861,PMC7326055,result,probably,1
2862,PMC7326055,result,rarely,1
2863,PMC7327612,analysis,likely,1
2864,PMC7327612,introduction,probability,1
2865,PMC7327612,method,probability,4
2866,PMC7334747,discussion,usually,1
2867,PMC7343934,background,often,2
2868,PMC7343934,discussion,often,2
2869,PMC7343934,method,always,3
